"","id","wave","w2val006b","w2rit002"
"6564","6425","b",3,6
"6565","6425","c",4,3
"6566","6426","b",3,3
"6567","6427","b",3,8
"6568","6427","c",3,3
"6569","6428","b",3,6
"6570","6428","c",2,5
"6571","6429","b",3,3
"6572","6429","c",3,3
"6573","6430","b",3,2
"6574","6430","c",2,3
"6575","6431","b",3,1
"6576","6431","c",2,1
"6577","6432","b",3,4
"6578","6432","c",4,5
"6579","6433","b",3,8
"6580","6433","c",2,5
"6581","6434","b",3,4
"6582","6434","c",2,2
"6583","6435","b",3,4
"6584","6436","b",3,4
"6585","6436","c",2,2
"6586","6437","b",3,5
"6587","6437","c",3,3
"6588","6438","b",3,3
"6589","6438","c",4,4
"6590","6439","b",3,11
"6591","6439","c",1,4
"6592","6440","b",3,2
"6593","6440","c",5,2
"6594","6441","b",3,4
"6595","6441","c",4,3
"6596","6442","b",3,4
"6597","6442","c",3,4
"6598","6443","b",3,3
"6599","6443","c",3,2
"6600","6444","b",3,1
"6601","6444","c",4,2
"6602","6445","b",3,7
"6603","6445","c",3,3
"6604","6446","b",3,3
"6605","6447","b",3,7
"6606","6448","b",3,3
"6607","6448","c",4,2
"6608","6449","b",3,6
"6609","6450","b",3,3
"6610","6450","c",2,1
"6611","6451","b",3,3
"6612","6451","c",2,3
"6613","6452","b",3,4
"6614","6452","c",3,4
"6615","6453","b",3,7
"6616","6454","b",3,4
"6617","6454","c",1,3
"6618","6455","b",3,1
"6619","6455","c",3,1
"6620","6456","b",3,9
"6621","6456","c",4,5
"6622","6457","b",3,2
"6623","6457","c",3,3
"6624","6458","b",3,7
"6625","6459","b",3,4
"6626","6459","c",4,4
"6627","6460","b",3,5
"6628","6461","b",3,4
"6629","6461","c",2,4
"6630","6462","b",3,2
"6631","6462","c",4,3
"6632","6463","b",3,3
"6633","6463","c",4,3
"6634","6464","b",3,3
"6635","6465","b",3,8
"6636","6465","c",2,3
"6637","6466","b",3,4
"6638","6466","c",4,3
"6639","6467","b",3,4
"6640","6468","b",3,3
"6641","6468","c",2,2
"6642","6469","b",3,6
"6643","6469","c",3,4
"6644","6470","b",3,2
"6645","6470","c",4,3
"6646","6471","b",3,8
"6647","6472","b",3,5
"6648","6472","c",3,4
"6649","6473","b",3,6
"6650","6473","c",3,3
"6651","6474","b",3,5
"6652","6475","b",3,1
"6653","6475","c",4,1
"6654","6476","b",3,4
"6655","6476","c",5,7
"6656","6477","b",3,8
"6657","6477","c",2,4
"6658","6478","b",3,5
"6659","6479","b",3,4
"6660","6479","c",4,3
"6661","6480","b",3,7
"6662","6480","c",2,4
"6663","6481","b",3,2
"6664","6481","c",3,3
"6665","6482","b",3,11
"6666","6482","c",4,7
"6667","6483","b",4,4
"6668","6483","c",4,4
"6669","6484","b",4,6
"6670","6485","b",4,2
"6671","6485","c",4,2
"6672","6486","b",4,3
"6673","6486","c",4,3
"6674","6487","b",4,4
"6675","6487","c",4,3
"6676","6488","b",4,4
"6677","6488","c",4,3
"6678","6489","b",4,9
"6679","6489","c",2,6
"6680","6490","b",4,5
"6681","6491","b",4,7
"6682","6491","c",4,4
"6683","6492","b",4,7
"6684","6493","b",4,2
"6685","6493","c",3,2
"6686","6494","b",4,5
"6687","6494","c",3,3
"6688","6495","b",4,1
"6689","6495","c",4,1
"6690","6496","b",4,7
"6691","6496","c",4,5
"6692","6497","b",4,4
"6693","6497","c",4,4
"6694","6498","b",4,3
"6695","6499","b",4,2
"6696","6500","b",4,3
"6697","6500","c",2,2
"6698","6501","b",4,9
"6699","6501","c",3,6
"6700","6502","b",4,3
"6701","6502","c",4,2
"6702","6503","b",4,1
"6703","6504","b",4,3
"6704","6504","c",2,2
"6705","6505","b",4,4
"6706","6505","c",4,2
"6707","6506","b",4,8
"6708","6506","c",4,7
"6709","6507","b",4,5
"6710","6507","c",2,3
"6711","6508","b",4,1
"6712","6508","c",3,1
"6713","6509","b",4,3
"6714","6510","b",4,3
"6715","6510","c",4,2
"6716","6511","b",4,2
"6717","6511","c",4,2
"6718","6512","b",4,4
"6719","6512","c",4,3
"6720","6513","b",4,3
"6721","6513","c",4,2
"6722","6514","b",4,7
"6723","6514","c",4,3
"6724","6515","b",4,1
"6725","6515","c",1,1
"6726","6516","b",4,6
"6727","6516","c",3,3
"6728","6517","b",4,10
"6729","6517","c",2,4
"6730","6518","b",4,3
"6731","6519","b",4,4
"6732","6519","c",4,3
"6733","6520","b",4,8
"6734","6520","c",3,4
"6735","6521","b",4,3
"6736","6521","c",3,3
"6737","6522","b",4,3
"6738","6522","c",2,2
"6739","6523","b",4,2
"6740","6524","b",4,7
"6741","6524","c",4,4
"6742","6525","b",4,6
"6743","6525","c",4,3
"6744","6526","b",4,3
"6745","6526","c",2,2
"6746","6527","b",4,8
"6747","6527","c",3,3
"6748","6528","b",4,4
"6749","6528","c",4,3
"6750","6529","b",4,7
"6751","6529","c",4,4
"6752","6530","b",4,3
"6753","6530","c",4,5
"6754","6531","b",4,3
"6755","6531","c",4,3
"6756","6532","b",4,4
"6757","6532","c",4,3
"6758","6533","b",4,3
"6759","6533","c",5,7
"6760","6534","b",4,4
"6761","6535","b",4,5
"6762","6535","c",5,6
"6763","6536","b",4,5
"6764","6536","c",4,3
"6765","6537","b",4,6
"6766","6537","c",3,6
"6767","6538","b",4,3
"6768","6538","c",3,2
"6769","6539","b",4,8
"6770","6540","b",4,9
"6771","6540","c",3,5
"6772","6541","b",4,3
"6773","6542","b",4,6
"6774","6543","b",4,3
"6775","6544","b",4,4
"6776","6544","c",5,2
"6777","6545","b",4,2
"6778","6545","c",3,1
"6779","6546","b",4,6
"6780","6546","c",2,3
"6781","6547","b",4,4
"6782","6547","c",3,3
"6783","6548","b",4,6
"6784","6548","c",4,4
"6785","6549","b",4,7
"6786","6550","b",4,6
"6787","6550","c",4,3
"6788","6551","b",4,4
"6789","6551","c",4,3
"6790","6552","b",4,11
"6791","6552","c",5,5
"6792","6553","b",4,5
"6793","6553","c",4,3
"6794","6554","b",4,5
"6795","6555","b",4,7
"6796","6555","c",4,3
"6797","6556","b",4,3
"6798","6556","c",4,2
"6799","6557","b",4,3
"6800","6557","c",4,3
"6801","6558","b",4,4
"6802","6559","b",4,3
"6803","6559","c",4,2
"6804","6560","b",4,3
"6805","6560","c",1,1
"6806","6561","b",4,2
"6807","6561","c",4,2
"6808","6562","b",4,3
"6809","6562","c",4,4
"6810","6563","b",4,5
"6811","6563","c",3,3
"6812","6564","b",4,3
"6813","6565","b",4,6
"6814","6565","c",5,4
"6815","6566","b",4,3
"6816","6567","b",4,8
"6817","6568","b",4,6
"6818","6568","c",3,2
"6819","6569","b",4,7
"6820","6570","b",4,5
"6821","6570","c",5,3
"6822","6571","b",4,4
"6823","6571","c",4,4
"6824","6572","b",4,5
"6825","6573","b",4,4
"6826","6573","c",2,4
"6827","6574","b",4,6
"6828","6574","c",4,3
"6829","6575","b",4,11
"6830","6575","c",5,6
"6831","6576","b",4,5
"6832","6576","c",4,4
"6833","6577","b",4,5
"6834","6577","c",3,5
"6835","6578","b",5,4
"6836","6578","c",4,3
"6837","6579","b",5,3
"6838","6579","c",3,3
"6839","6580","b",5,6
"6840","6580","c",5,4
"6841","6581","b",5,3
"6842","6581","c",4,5
"6843","6582","b",5,4
"6844","6582","c",4,2
"6845","6583","b",5,3
"6846","6584","b",5,2
"6847","6584","c",5,2
"6848","6585","b",5,7
"6849","6586","b",5,3
"6850","6586","c",5,2
"6851","6587","b",5,3
"6852","6587","c",5,3
"6853","6588","b",5,7
"6854","6588","c",4,3
"6855","6589","b",5,3
"6856","6589","c",4,2
"6857","6590","b",5,3
"6858","6591","b",5,3
"6859","6592","b",5,9
"6860","6592","c",5,7
"6861","6593","b",5,8
"6862","6593","c",5,5
"6863","6594","b",5,11
"6864","6595","b",5,7
"6865","6595","c",5,3
"6866","6596","b",5,5
"6867","6596","c",3,3
"6868","6597","b",5,3
"6869","6597","c",3,2
"6870","6598","b",5,3
"6871","6598","c",4,2
"6872","6599","b",5,3
"6873","6599","c",2,3
"6874","6600","b",5,7
"6875","6600","c",5,3
"6876","6601","c",4,5
"6877","6602","b",1,3
"6878","6602","c",2,1
"6879","6603","b",1,10
"6880","6604","b",2,7
"6881","6604","c",1,4
"6882","6605","b",2,5
"6883","6605","c",4,4
"6884","6606","b",2,8
"6885","6606","c",2,7
"6886","6607","b",2,9
"6887","6607","c",2,3
"6888","6608","b",2,6
"6889","6608","c",4,2
"6890","6609","b",2,6
"6891","6609","c",2,2
"6892","6610","b",3,8
"6893","6611","b",3,4
"6894","6611","c",3,3
"6895","6612","b",3,4
"6896","6612","c",4,2
"6897","6613","b",3,9
"6898","6614","b",3,2
"6899","6614","c",3,7
"6900","6615","b",3,6
"6901","6615","c",3,3
"6902","6616","b",3,6
"6903","6617","b",3,5
"6904","6617","c",4,3
"6905","6618","b",3,8
"6906","6619","b",3,9
"6907","6620","b",3,5
"6908","6620","c",4,3
"6909","6621","b",4,5
"6910","6621","c",3,5
"6911","6622","b",4,8
"6912","6622","c",3,7
"6913","6623","b",4,6
"6914","6623","c",3,5
"6915","6624","b",4,4
"6916","6624","c",4,4
"6917","6625","b",4,7
"6918","6625","c",4,4
"6919","6626","b",4,3
"6920","6626","c",4,2
"6921","6627","b",4,5
"6922","6628","b",4,5
"6923","6628","c",5,4
"6924","6629","b",4,2
"6925","6629","c",2,5
"6926","6630","b",4,1
"6927","6631","b",4,5
"6928","6631","c",3,3
"6929","6632","b",4,7
"6930","6632","c",3,2
"6931","6633","b",4,9
"6932","6633","c",5,5
"6933","6634","b",4,4
"6934","6634","c",4,3
"6935","6635","b",4,6
"6936","6635","c",4,4
"6937","6636","b",5,5
"6938","6637","b",5,5
"6939","6637","c",5,4
"6940","6638","b",5,7
"6941","6638","c",3,2
"6942","6639","b",5,2
"6943","6640","b",5,4
"6944","6641","b",5,4
"6945","6641","c",5,2
"6946","6642","b",5,7
"6947","6643","b",5,3
"6948","6644","b",5,8
"6949","6645","b",5,3
"6950","6645","c",5,3
"6951","6646","b",5,8
"6952","6646","c",5,4
"6953","6647","b",5,7
"6954","6647","c",5,4
"6955","6648","b",5,8
"6956","6648","c",5,4
"6957","6649","b",5,6
"6958","6649","c",5,3
"6959","6650","b",5,5
"6960","6651","b",5,3
"6961","6652","c",4,4
"6962","6653","b",5,5
"6963","6653","c",3,1
"6964","6654","b",5,5
"6965","6655","b",5,4
"6966","6655","c",5,2
